CarName_Brand,CarName_Model,CarName_ModelYear,CarName_Engine,CarName_Miles,CarName_gears,CarName_Price,CarName_Region,CarName_Dealer
Volkswagen,Golf,2015,Bensin,17738,Automat,114900,Östergötland,MS Autobil AB
Volvo,S90,2018,Diesel,8900,Automat,309900,Göteborg,Automan Svenska AB
BMW,X5,2019,Diesel,11665,Automat,719900,Stockholm,Smista Bil AB
Volvo,XC90,2018,Diesel,15500,Automat,349800,Stockholm,Tullinge Bil Sverige AB
BMW,128ti,2021,Bensin,8863,Automat,298500,Skåne,Bilhuset Syd AB
BMW,420,2018,Diesel,9849,Automat,218500,Skåne,Bilhuset Syd AB
BMW,750,2018,Diesel,8864,Automat,528500,Skåne,Bilhuset Syd AB
Audi,SQ7,2017,Diesel,14113,Automat,458500,Skåne,Bilhuset Syd AB
BMW,320,2018,Bensin,11101,Automat,228500,Skåne,Bilhuset Syd AB
BMW,330,2018,Bensin,16556,Automat,218500,Skåne,Bilhuset Syd AB
BMW,540,2021,Bensin,12141,Automat,468500,Skåne,Bilhuset Syd AB
BMW,540,2020,Bensin,7613,Automat,458500,Skåne,Bilhuset Syd AB
Volkswagen,Tiguan,2018,Bensin,7320,Automat,237000,Stockholm,Autohero
Volkswagen,Golf,2015,Bensin,970,Manuell,148800,Skåne,Dalby Garantibilar AB
Volkswagen,T-Roc,2021,Bensin,4043,Manuell,183900,Södermanland,Möller Bil Eskilstuna
Volkswagen,Golf,2016,Bensin,12766,Manuell,129900,Östergötland,Sluta Leta Bil AB
Volvo,V90,2017,Diesel,15939,Automat,239000,Västerbotten,WM Bil
Peugeot,2008,2016,Bensin,9556,Automat,64900,Stockholm,Bilia Outlet Auktioner Kungsängen
Opel,Insignia,2019,Diesel,12339,Automat,219800,Skåne,Riddermark Bil AB Webblager Syd
Volvo,XC60,2021,Diesel,2730,Automat,409900,Södermanland,Sjöstaden Bil Eskilstuna
Audi,A6,2015,Diesel,16715,Automat,218700,Västernorrland,Riddermark Bil Sundsvall
Audi,Q5,2022,Bensin,1140,Automat,529000,Östergötland,Engströms Bil
Audi,A3,2021,Bensin,1840,Manuell,249000,Skåne,Michelsens Bil Ystad
Audi,A3,2021,Bensin,2940,Manuell,229000,Skåne,Michelsens Bil Ystad
Volkswagen,Touareg,2020,Diesel,13030,Automat,519900,Skåne,Michelsens Bil AB
Volkswagen,Passat,2023,Diesel,490,Automat,489000,Skaraborg,Toveks Bil
Audi,Q5,2015,Diesel,20500,Automat,199900,Uppsala,DC Motor
Kia,Cee´d,2017,Diesel,14359,Manuell,119800,Västmanland,Riddermark bil Västerås
Volvo,V90,2017,Diesel,10172,Automat,258900,Västmanland,Riddermark bil Västerås
Volvo,V40,2017,Diesel,10998,Automat,184700,Västmanland,Riddermark bil Västerås
BMW,118,2017,Diesel,9517,Automat,199900,Stockholm,"Riddermark Bil, Täby - Arninge"
Opel,Mokka,2017,Bensin,1856,Manuell,159900,Stockholm,"Riddermark Bil, Täby - Arninge"
Volvo,V90,2021,Diesel,12367,Automat,288900,Örebro,Riddermark bil Örebro
Peugeot,3008,2020,Diesel,6375,Automat,259800,Örebro,Riddermark bil Örebro
Volvo,XC90,2019,Diesel,6684,Automat,509800,Örebro,Riddermark bil Örebro
Audi,A4,2017,Diesel,10095,Automat,258900,Örebro,Riddermark bil Örebro
Volvo,S90,2018,Bensin,11002,Automat,249800,Stockholm,Holmbergs bil ab
Volvo,S90,2018,Bensin,11002,Automat,249800,Stockholm,Holmbergs bil ab
Audi,SQ5,2019,Diesel,9659,Automat,529000,Dalarna,Bilförsäljningen i Dalarna AB
Kia,Picanto,2016,Bensin,5850,Manuell,89900,Värmland,Wafab Bil AB
Volkswagen,Tiguan,2016,Diesel,13140,Automat,247900,Stockholm,Tullinge Bil Sverige AB
Toyota,RAV4,2014,Diesel,16000,Automat,159000,Dalarna,Björkmans Bil Falun
Audi,A6,2016,Diesel,7365,Automat,218800,Östergötland,Riddermark Bil - Linköping
Peugeot,3008,2021,Bensin,4322,Automat,259900,Östergötland,Bråviken Bil AB
BMW,520,2021,Diesel,6724,Automat,398000,Jönköping,Götaström Bil AB
Volkswagen,Passat,2017,Diesel,16970,Automat,179900,Södermanland,EskilstunaFordon AB
Audi,A4,2021,Diesel,4590,Automat,299000,Halland,AutoHouse AB
BMW,X7,2023,Diesel,1300,Automat,1195000,Göteborg,Specialbilar i Göteborg AB
Audi,Q3,2016,Diesel,9733,Automat,228900,Halland,Riddermark bil Halmstad
Toyota,Aygo,2020,Bensin,1007,Automat,139900,Stockholm,Europeiska Motor - Täby
BMW,320,2019,Bensin,7674,Automat,264800,Halland,Riddermark bil Halmstad
BMW,428,2015,Bensin,17267,Automat,214800,Halland,Riddermark bil Halmstad
BMW,330,2019,Bensin,5200,Automat,419000,Stockholm,Autoperformante AB
Audi,RS7,2017,Bensin,10445,Automat,639900,Halland,MH BIL AB
Volkswagen,Passat,2020,Diesel,11195,Automat,239900,Halland,MH BIL AB
Volvo,XC60,2015,Diesel,18929,Manuell,159800,Göteborg,Riddermark Bil - Webblager Väst
BMW,320,2017,Diesel,18709,Automat,179700,Göteborg,Riddermark Bil - Webblager Väst
Volkswagen,Tiguan,2019,Diesel,12214,Automat,223800,Göteborg,Riddermark Bil - Webblager Väst
Volkswagen,Passat,2015,Diesel,9826,Automat,199700,Södermanland,Riddermark Bil - Webblager
Volvo,V40,2015,Diesel,18799,Automat,149800,Södermanland,Riddermark Bil - Webblager
Volkswagen,Passat,2018,Diesel,20355,Automat,199800,Södermanland,Riddermark Bil - Webblager
Volvo,V70,2016,Diesel,15200,Automat,164900,Östergötland,Auto Deal Sweden AB
Toyota,RAV4,2014,Bensin,15210,Automat,174800,Västerbotten,Riddermark Bil - Webblager Norr
Audi,A4,2016,Diesel,11140,Automat,194800,Västerbotten,Riddermark Bil - Webblager Norr
Volvo,V70,2014,Diesel,25148,Automat,138800,Västerbotten,Riddermark Bil - Webblager Norr
Volvo,V90,2019,Bensin,7925,Automat,259800,Skåne,Riddermark Bil AB Webblager Syd
Kia,Cee´d,2016,Diesel,12890,Automat,148900,Skåne,Riddermark Bil AB Webblager Syd
Volkswagen,Passat,2018,Diesel,13351,Automat,239800,Skåne,Riddermark Bil AB Webblager Syd
Volkswagen,Tiguan,2020,Diesel,4303,Automat,354900,Skåne,Riddermark Bil AB Webblager Syd
Audi,Q5,2015,Diesel,17533,Automat,174900,Södermanland,Bildirekten i Strängnäs AB
Audi,A4,2021,Bensin,2959,Automat,418900,Skåne,Riddermark Bil AB Webblager Syd
Audi,A3,2021,Bensin,3054,Automat,249000,Stockholm,Din Bil / Audi Smista - Begagnade bilar
Volkswagen,Tiguan,2024,Diesel,5,Automat,529900,Älvsborg,Börjessons Bil AB
Volvo,V90,2018,Diesel,11709,Automat,245000,Dalarna,
Audi,A4,2019,Diesel,6376,Automat,274900,Norrbotten,Luleå Bil & Motor
BMW,530,2016,Diesel,15575,Automat,269900,Skåne,Sydsverige Bilcenter AB
Toyota,Aygo,2021,Bensin,1000,Manuell,129000,Skåne,Toyota Sydost
Opel,Corsa,2018,Bensin,3914,Automat,118400,Älvsborg,Kamux Borås
Kia,Stonic,2019,Bensin,4500,Manuell,184900,Västernorrland,Bilbolaget Timrå
Volvo,XC60,2019,Diesel,10135,Automat,309900,Västernorrland,Bilbolaget Timrå
BMW,320,2014,Diesel,17325,Automat,159900,Skåne,Autobahn Car center AB
Volkswagen,Passat,2019,Bensin,5603,Automat,229800,Göteborg,Din Bil / Volkswagen Göteborg - Begagnade bilar
Volkswagen,T-CROSS,2023,Bensin,425,Manuell,214800,Göteborg,Din Bil / Volkswagen Göteborg - Begagnade bilar
Volvo,V90,2020,Diesel,13100,Automat,349000,Kronoberg,Dahlqvist Bil
Volvo,V90,2018,Diesel,43180,Automat,119900,Gävleborg,Reximotor AB
Volvo,V40,2014,Diesel,16229,Manuell,109900,Göteborg,Erlandsson Bil AB
Peugeot,3008,2017,Diesel,13206,Automat,169800,Stockholm,Smista Bil AB
Volvo,XC70,2014,Diesel,14794,Automat,244900,Skåne,Bilmånsson Eslöv Renault/ Begcenter
Volkswagen,T-CROSS,2020,Bensin,2377,Automat,214900,Skåne,Bilmånsson Eslöv Renault/ Begcenter
Volvo,XC40,2018,Diesel,17200,Automat,229800,Gävleborg,Bilbolaget Sandviken
Volvo,S60,2020,Bensin,4159,Automat,279900,Stockholm,Volvo Car Kista
Opel,Astra,2021,Bensin,5718,Automat,204800,Stockholm,Riddermark bil Nacka
Toyota,Yaris,2019,Bensin,6240,Manuell,139000,Skaraborg,Lindströms Bil i Falköping
Volvo,XC40,2021,Bensin,4394,Manuell,249900,Jönköping,Skobes Bil Vetlanda
Audi,A6,2019,Bensin,8025,Automat,429000,Stockholm,Din Bil / Audi Kista - Begagnade bilar
Volvo,XC40,2021,Bensin,6396,Manuell,229000,Älvsborg,Borås Bil Personbilar AB
Volvo,V90,2021,Diesel,5858,Automat,339900,Östergötland,Fikratsson Bil AB MRF - handlare
BMW,320,2018,Bensin,12400,Automat,219000,Skåne,
Peugeot,3008,2017,Diesel,7503,Automat,219900,Östergötland,Bråviken Bil AB
BMW,118,2021,Bensin,5375,Automat,254700,Stockholm,Bavaria Vällingby
BMW,320,2021,Diesel,4895,Automat,319700,Stockholm,Bavaria Vällingby
Audi,A7,2015,Diesel,14200,Automat,289900,Halland,Laholms Bilcenter AB
Volvo,XC60,2017,Diesel,12568,Automat,229000,Stockholm,Fordonshuset AB
Volkswagen,Passat,2015,Diesel,22400,Automat,109500,Skåne,Kävlinge Bilcenter
Volvo,V60,2016,Diesel,15342,Automat,198900,Skåne,H N Bil i Skåne AB
Volvo,V60,2020,Diesel,10085,Automat,279000,Stockholm,ALD BIL
Volkswagen,Polo,2017,Bensin,8883,Manuell,100000,Dalarna,
BMW,320,2016,Diesel,16228,Automat,157000,Östergötland,
Kia,CEED,2021,Bensin,3016,Automat,229900,Södermanland,Motorkompaniet Arvidsson & Lindeberg AB
Volvo,V60,2020,Diesel,7000,Automat,249000,Gävleborg,Motoropa
Volvo,V70,2014,Diesel,19673,Manuell,125000,Kalmar,
BMW,530,2016,Diesel,16250,Automat,279000,Norrbotten,Bosses Bil & Motor AB
Volvo,V60,2014,Diesel,16500,Automat,164900,Göteborg,
BMW,520,2017,Diesel,9944,Automat,248900,Jämtland,Riddermark Bil Östersund
Volvo,XC60,2017,Diesel,5658,Automat,284800,Jämtland,Riddermark Bil Östersund
Volvo,V40,2019,Diesel,10254,Automat,214700,Jämtland,Riddermark Bil Östersund
Volkswagen,Tiguan,2017,Diesel,17084,Automat,204800,Jämtland,Riddermark Bil Östersund
Audi,A6,2015,Diesel,13137,Automat,238700,Jämtland,Riddermark Bil Östersund
Volkswagen,T-Roc,2021,Bensin,2100,Manuell,209000,Kronoberg,Carlqvist Bil AB
Volvo,S60,2015,Diesel,20083,Manuell,118000,Kronoberg,
Volkswagen,Polo,2020,Bensin,6400,Automat,179000,Kronoberg,Carlqvist Bil AB
Volvo,V60,2023,Diesel,2200,Automat,339000,Kronoberg,Carlqvist Bil AB
Volvo,V60,2022,Diesel,3600,Automat,389000,Kronoberg,Carlqvist Bil AB
Volvo,V90,2021,Diesel,10700,Automat,299000,Kronoberg,Carlqvist Bil AB
Volkswagen,Passat,2016,Diesel,13157,Automat,199900,Norrbotten,Niemi Bil - Kiruna
Volkswagen,Passat,2018,Diesel,15368,Automat,214900,Norrbotten,Niemi Bil - Kiruna
Audi,A6,2016,Diesel,14992,Automat,239900,Norrbotten,Niemi Bil - Kiruna
Volvo,V90,2021,Diesel,15014,Automat,329900,Norrbotten,Niemi Bil - Kiruna
Volvo,V40,2019,Bensin,5168,Automat,229800,Västernorrland,Riddermark Bil Sundsvall
Audi,Q5,2021,Diesel,8575,Automat,379800,Västernorrland,Riddermark Bil Sundsvall
Volvo,V90,2019,Diesel,13783,Automat,244000,Skaraborg,Autocars i Skövde AB
BMW,520,2018,Diesel,16509,Automat,228700,Stockholm,"Riddermark Bil, Täby - Arninge"
BMW,520,2018,Diesel,11648,Automat,319900,Stockholm,"Riddermark Bil, Täby - Arninge"
Peugeot,208,2023,Bensin,2107,Manuell,159900,Gävleborg,Thunbergs bil Hemsta
Opel,Corsa,2023,Bensin,1088,Manuell,178900,Gävleborg,Thunbergs bil Hemsta
Peugeot,208,2023,Bensin,1059,Manuell,164900,Gävleborg,Thunbergs bil Hemsta
BMW,330,2020,Bensin,11129,Automat,344900,Stockholm,Bilia Outlet Auktioner Kungsängen
Volvo,V90,2020,Diesel,10900,Automat,325000,Kronoberg,Carlqvist Bil AB
Volvo,V90,2021,Diesel,8600,Automat,309000,Kronoberg,Carlqvist Bil AB
Kia,Sportage,2016,Diesel,13800,Manuell,139000,Dalarna,Björkmans Bil Falun
Volvo,V60,2021,Diesel,11200,Automat,269000,Kronoberg,Carlqvist Bil AB
Audi,A4,2018,Diesel,9700,Automat,253800,Västernorrland,Nordemans Bil AB
Audi,A3,2018,Bensin,12663,Automat,229900,Östergötland,Kungsängens Bil Norrköping
Volvo,V90,2018,Diesel,23200,Automat,238900,Gävleborg,HT Motor AB
Volvo,V40,2017,Diesel,16199,Manuell,124800,Stockholm,"Riddermark Bil, Veddesta - Järfälla"
Volvo,V40,2016,Bensin,25472,Automat,94800,Örebro,CarDeal Örebro AB
Peugeot,3008,2023,Bensin,3274,Automat,339900,Skåne,Mobility Motors Lund
Kia,Cee´d,2015,Diesel,15120,Manuell,135000,Värmland,KDS Bilar AB
Volkswagen,Golf,2020,Bensin,8743,Automat,228700,Kalmar,Riddermark bil Kalmar
BMW,535,2016,Diesel,16391,Automat,279800,Kalmar,Riddermark bil Kalmar
Opel,Insignia,2019,Bensin,6699,Automat,199800,Kalmar,Riddermark bil Kalmar
Kia,Cee´d,2019,Bensin,1938,Automat,237400,Kalmar,Riddermark bil Kalmar
BMW,520,2018,Bensin,780,Automat,359900,Kalmar,Riddermark bil Kalmar
BMW,120,2016,Diesel,18448,Automat,154900,Södermanland,SGS Bilar
BMW,520,2017,Diesel,13300,Automat,187900,Örebro,Premium Quality Cars AB
Volvo,V60,2017,Diesel,12951,Automat,228900,Östergötland,Riddermark Bil - Linköping
BMW,520,2016,Diesel,11935,Automat,179800,Östergötland,Riddermark Bil - Linköping
Peugeot,208,2014,Bensin,13106,Manuell,84700,Östergötland,Riddermark Bil - Linköping
Volvo,V60,2016,Diesel,12300,Manuell,169000,Älvsborg,Fristads Bilcenter AB
BMW,220,2016,Bensin,10100,Manuell,139900,Örebro,ÖBAB
Toyota,Avensis,2016,Bensin,8700,Manuell,159000,Värmland,Wafab Bil AB
BMW,420,2016,Diesel,10150,Automat,249700,Stockholm,DAAL Bil AB
BMW,520,2018,Diesel,12477,Automat,309700,Stockholm,DAAL Bil AB
BMW,440,2018,Bensin,7154,Automat,388700,Stockholm,DAAL Bil AB
Volkswagen,Touareg,2016,Diesel,12917,Automat,219700,Stockholm,DAAL Bil AB
Volkswagen,Passat,2015,Diesel,16752,Automat,169700,Stockholm,DAAL Bil AB
Audi,A5,2021,Bensin,2500,Automat,349900,Älvsborg,Borås EL Cars AB
Volkswagen,Passat,2015,Diesel,22600,Automat,99999,Gävleborg,Bilmäklarna Gävle AB
Peugeot,3008,2023,Bensin,2672,Automat,339900,Skåne,Mobility Motors Lund
Volvo,V60,2016,Diesel,16013,Automat,169000,Dalarna,
Audi,A3,2014,Bensin,21018,Manuell,89800,Östergötland,Olssons Bil i Norrköping AB
Volvo,V60,2019,Diesel,10017,Automat,314900,Örebro,"Björkmans Bil, i Lindesberg"
Toyota,RAV4,2014,Bensin,18604,Automat,184900,Norrbotten,Niemi Bil - Kiruna
Audi,A3,2023,Bensin,1525,Automat,349900,Jönköping,Atteviks Bil AB - Jönköping
Volkswagen,Golf,2021,Bensin,3800,Automat,254900,Jönköping,Atteviks Bil AB - Jönköping
Audi,A4,2014,Diesel,8400,Automat,169800,Stockholm,Volvo Car Kungsängen
BMW,X6,2021,Bensin,4026,Automat,819000,Halland,Lunds Bil AB
Volvo,S60,2015,Bensin,7649,Automat,189800,Stockholm,Volvo Car Kungsängen
Kia,CEED,2018,Diesel,12270,Manuell,139900,Halland,Viskan Service AB
Volkswagen,Tiguan,2020,Diesel,6973,Automat,329900,Göteborg,Bilia Outlet Göteborg Alelyckan
Volvo,V40,2015,Bensin,8270,Automat,199900,Stockholm,Volvo Car Kungsängen
Volvo,V90,2022,Diesel,6071,Automat,309000,Östergötland,Tage Rejmes i Norrköping Bil AB
Volvo,V40,2016,Diesel,9477,Manuell,174800,Stockholm,Volvo Car Kungsängen
Volvo,XC90,2016,Bensin,17355,Automat,354800,Stockholm,Volvo Car Kungsängen
Volkswagen,Golf,2017,Bensin,9301,Automat,198800,Göteborg,Riddermark Bil - Webblager Väst
BMW,320,2016,Diesel,10124,Automat,209800,Göteborg,Riddermark Bil - Webblager Väst
Volvo,V90,2019,Bensin,6263,Automat,278800,Västernorrland,Riddermark Bil Sundsvall
BMW,520,2016,Diesel,11306,Automat,209700,Västernorrland,Riddermark Bil Sundsvall
Volvo,V90,2022,Diesel,6145,Automat,309000,Östergötland,Tage Rejmes i Norrköping Bil AB
Volvo,V90,2018,Diesel,12790,Automat,299800,Stockholm,Volvo Car Kungsängen
BMW,X5,2015,Diesel,15100,Automat,279900,Halland,"Hedin Bil Halmstad, FCA & Transportbilscenter"
Volkswagen,Passat,2016,Diesel,13939,Automat,209900,Norrbotten,Niemi Bil - Kiruna
Volvo,XC60,2018,Diesel,11818,Automat,329800,Stockholm,Volvo Car Kungsängen
Toyota,Aygo,2015,Bensin,4855,Manuell,92500,Stockholm,
BMW,330,2017,Bensin,13972,Automat,239800,Stockholm,"Riddermark Bil, Veddesta - Järfälla"
Volvo,XC40,2020,Diesel,9504,Automat,269000,Östergötland,Tage Rejmes i Norrköping Bil AB
Volvo,XC60,2015,Diesel,14780,Automat,189800,Stockholm,Volvo Car Kungsängen
BMW,430,2019,Bensin,8179,Automat,329800,Skåne,Riddermark Bil AB Webblager Syd
Volvo,V60,2014,Diesel,12448,Manuell,134800,Stockholm,Volvo Car Kungsängen
Volvo,V60,2014,Diesel,14000,Automat,154700,Stockholm,Volvo Car Kungsängen
Volvo,XC40,2020,Diesel,10066,Automat,249000,Östergötland,Tage Rejmes i Norrköping Bil AB
Volvo,V90,2019,Diesel,14781,Automat,209800,Jämtland,Riddermark Bil Östersund
Audi,A6,2018,Diesel,10621,Automat,238900,Jämtland,Riddermark Bil Östersund
Kia,Sorento,2017,Diesel,9338,Automat,248900,Jämtland,Riddermark Bil Östersund
Volvo,V60,2018,Diesel,9723,Automat,199800,Jämtland,Riddermark Bil Östersund
Volvo,V70,2014,Diesel,23300,Manuell,89900,Göteborg,Automan Svenska AB
Kia,Sorento,2015,Diesel,18400,Automat,179900,Uppsala,BG Motor AB
Volvo,S90,2018,Diesel,11333,Automat,249000,Stockholm,Bilia Outlet Kungens Kurva
Volvo,V40,2016,Bensin,9150,Automat,229800,Västmanland,Fordonsgruppen Västerås AB
Volvo,XC60,2018,Bensin,14700,Automat,274800,Stockholm,Volvo Car Kungsängen
Volvo,V90,2018,Diesel,17089,Automat,230000,Göteborg,
Volvo,V60,2017,Diesel,14734,Automat,194900,Stockholm,Bilia Södertälje Volvo
Kia,Soul,2016,Diesel,6600,Automat,159900,Jönköping,Bilgruppen Jönköping
Volkswagen,Golf,2019,Diesel,9160,Automat,179900,Värmland,Bilparken i Karlstad AB
Volkswagen,Golf,2021,Bensin,7188,Automat,239900,Stockholm,Din Bil / Volkswagen Bromma - Begagnade bilar
Volvo,XC60,2023,Bensin,5247,Automat,479900,Göteborg,Bilia Sävedalen Volvo
Volvo,XC40,2024,Bensin,1307,Automat,414900,Stockholm,Volvo Car Kungsängen
Volkswagen,T-Roc,2021,Bensin,3548,Manuell,199900,Stockholm,Din Bil / Volkswagen Hammarby - Begagnade bilar
Volkswagen,Touran,2022,Bensin,5583,Automat,339900,Stockholm,Din Bil / Volkswagen Hammarby - Begagnade bilar
Volvo,S60,2017,Bensin,7749,Manuell,195000,Skåne,Göinge Bil AB
Volvo,V60,2019,Diesel,22335,Automat,229900,Skåne,Bilmånsson i Sjöbo
Volvo,XC60,2020,Diesel,11862,Automat,369500,Skåne,Bilmånsson i Sjöbo
Audi,A3,2023,Bensin,697,Automat,309000,Stockholm,Din Bil / Audi Kista - Begagnade bilar
Audi,A3,2021,Bensin,5790,Automat,234000,Stockholm,Din Bil / Audi Kista - Begagnade bilar
Audi,A3,2021,Bensin,5740,Automat,269000,Stockholm,Din Bil / Audi Kista - Begagnade bilar
Audi,A3,2021,Bensin,4263,Automat,239000,Stockholm,Din Bil / Audi Kista - Begagnade bilar
Audi,A3,2021,Bensin,3882,Automat,249000,Stockholm,Din Bil / Audi Kista - Begagnade bilar
Audi,A3,2021,Bensin,2805,Automat,249000,Stockholm,Din Bil / Audi Kista - Begagnade bilar
Audi,A1,2021,Bensin,5655,Automat,199000,Stockholm,Din Bil / Audi Kista - Begagnade bilar
Audi,A3,2021,Bensin,971,Automat,284000,Stockholm,Din Bil / Audi Kista - Begagnade bilar
Audi,A1,2021,Bensin,5655,Automat,199000,Stockholm,Din Bil / Audi Kista - Begagnade bilar
Audi,A3,2021,Bensin,971,Automat,284000,Stockholm,Din Bil / Audi Kista - Begagnade bilar
Volvo,XC70,2015,Diesel,10958,Automat,264800,Stockholm,Volvo Car Kungsängen
Volvo,XC40,2021,Bensin,2279,Manuell,259900,Älvsborg,Brandt Bil - Vänersborg - Johannesbergsvägen
Volvo,V40,2017,Bensin,9800,Manuell,149900,Stockholm,Volvo Car Kungsängen
Volvo,V60,2014,Bensin,11000,Manuell,139900,Göteborg,Kamux Göteborg
Peugeot,2008,2017,Bensin,5627,Automat,149900,Göteborg,Hedin Bil
BMW,X1,2017,Diesel,13880,Automat,209900,Göteborg,Unique Cars AB
Peugeot,5008,2019,Diesel,9780,Automat,249900,Göteborg,Unique Cars AB
Volvo,V60,2019,Bensin,17388,Automat,249000,Göteborg,Bileliten
BMW,320,2016,Diesel,16210,Automat,169900,Göteborg,Unique Cars AB
Volvo,V60,2015,Diesel,14941,Manuell,129900,Stockholm,Volvo Car Kungsängen
Volvo,V60,2016,Diesel,21459,Manuell,124800,Stockholm,Volvo Car Kungsängen
Volvo,V60,2015,Diesel,17200,Automat,159800,Stockholm,Volvo Car Kungsängen
BMW,520,2024,Diesel,622,Automat,746700,Stockholm,Bavaria Danderyd
Kia,Cee´d,2020,Bensin,2379,Manuell,159900,Skaraborg,Hedin Bil
Volvo,V60,2015,Diesel,11040,Automat,194800,Västernorrland,Riddermark Bil Sundsvall
BMW,420,2018,Diesel,9607,Automat,254800,Göteborg,Riddermark Bil - Webblager Väst
Volvo,XC40,2021,Bensin,2890,Automat,289000,Örebro,Helmia Bil AB
Volkswagen,Passat,2019,Diesel,10915,Automat,218800,Stockholm,SolidBil AB
Kia,Cee´d,2015,Diesel,10621,Automat,149800,Västmanland,Riddermark bil Västerås
Kia,Cee´d,2016,Diesel,7921,Automat,174800,Västmanland,Riddermark bil Västerås
Volvo,V60,2021,Bensin,9884,Automat,225000,Göteborg,Bilia Outlet Auktioner Hisingen Aröd
Toyota,Auris,2015,Bensin,12050,Manuell,134990,Blekinge,Rudvi Bil
Kia,Stonic,2024,Bensin,1,Automat,294800,Blekinge,Rudvi Bil
BMW,X5,2021,Bensin,2500,Automat,1199900,Halland,CARLÉN BIL
Volvo,V60,2016,Diesel,11200,Manuell,159000,Västernorrland,Norrbil Sundsvall
Volvo,V70,2015,Diesel,21200,Automat,169900,Kalmar,RättBil i Nybro
Kia,Picanto,2021,Bensin,5092,Automat,149900,Älvsborg,Bilia Outlet Trollhättan
Volvo,V40,2015,Diesel,16607,Manuell,129800,Östergötland,Riddermark Bil - Linköping
Audi,Q2,2021,Bensin,4225,Automat,244900,Gävleborg,Din Bil / Audi Gävle
Volkswagen,Golf,2021,Bensin,4588,Automat,259000,Örebro,Möller Bil Karlskoga
Volvo,V90,2019,Diesel,15166,Automat,299900,Jämtland,Berners Person och Transportbilar i Östersund
Volkswagen,Tiguan,2018,Diesel,13495,Automat,244500,Dalarna,Din Bil / Volkswagen Ludvika
Volkswagen,Golf,2021,Bensin,5300,Manuell,204900,Halland,Din Bil / Volkswagen Kungsbacka - Begagnade bilar
Audi,A1,2018,Bensin,7500,Manuell,139900,Södermanland,E&Ks Bil Nyköping AB
Volkswagen,Golf,2015,Bensin,17000,Manuell,164800,Västmanland,Kamux Västerås
Kia,Cee´d,2019,Bensin,7000,Automat,194800,Västmanland,Kamux Västerås
Kia,Sportage,2016,Diesel,13750,Manuell,144900,Västmanland,Kamux Västerås
Volkswagen,Golf,2016,Bensin,18000,Automat,129900,Kalmar,Vimmerby Autocenter
BMW,530e,2019,Bensin,12000,Automat,329900,Skåne,Carstore Kristianstad
Volvo,XC70,2015,Diesel,18900,Manuell,169000,Västernorrland,Kamux Sundsvall
Audi,A4,2018,Diesel,9900,Automat,264900,Västernorrland,Kamux Sundsvall
Volvo,XC60,2017,Diesel,9360,Automat,244900,Västernorrland,Kamux Sundsvall
Audi,SQ7,2017,Diesel,11547,Automat,559800,Västernorrland,Kamux Sundsvall
Toyota,Avensis,2015,Diesel,14805,Manuell,134000,Västernorrland,Kamux Sundsvall
Volvo,V60,2015,Diesel,8780,Manuell,164900,Västernorrland,Kamux Sundsvall
Volkswagen,Polo,2014,Bensin,5345,Manuell,109900,Östergötland,L.A.D Bilcenter AB
Opel,Astra,2014,Bensin,17300,Manuell,69900,Södermanland,E&Ks Bil Nyköping AB
Volvo,XC40,2020,Bensin,6350,Automat,349900,Göteborg,JH Autoinvest AB
Audi,A6,2022,Diesel,2847,Automat,404900,Jönköping,Atteviks Bil AB - Jönköping
Volkswagen,Golf,2017,Bensin,5900,Automat,279900,Stockholm,Stockholm Carhouse
Volkswagen,Golf,2015,Bensin,14255,Manuell,99999,Östergötland,L.A.D Bilcenter AB
Audi,SQ5,2018,Bensin,12800,Automat,439900,Stockholm,Major Cars AB
BMW,420,2016,Diesel,11871,Automat,239800,Kalmar,Riddermark bil Kalmar
Peugeot,3008,2022,Bensin,2419,Automat,314900,Blekinge,Bilkompani Karlskrona
Audi,A6,2016,Diesel,23800,Automat,299900,Stockholm,Major Cars AB
Kia,Rio,2021,Bensin,2300,Automat,219900,Stockholm,Transportbilen i Stockholm AB
BMW,X5,2016,Bensin,12500,Automat,239900,Skåne,Långebro Bil AB
Opel,Astra,2017,Bensin,7276,Automat,168900,Västerbotten,Riddermark Bil - Webblager Norr
Audi,A7,2017,Diesel,8900,Automat,399900,Stockholm,Major Cars AB
Volvo,V90,2019,Diesel,12284,Automat,300000,Dalarna,
Volvo,V60,2015,Diesel,13666,Automat,195000,Dalarna,
Volvo,V70,2014,Diesel,15678,Automat,168900,Stockholm,Riddermark bil Nacka
Kia,Stonic,2021,Bensin,2312,Automat,224900,Stockholm,Riddermark bil Nacka
Audi,A7,2016,Diesel,14960,Automat,294800,Stockholm,Riddermark bil Nacka
Volkswagen,T-Roc,2021,Bensin,3217,Manuell,194800,Stockholm,Aftén Bil Volkswagen BEG Åkersberga
Volkswagen,Passat,2020,Bensin,3860,Automat,384800,Stockholm,"Riddermark Bil, Veddesta - Järfälla"
Peugeot,108,2018,Bensin,1173,Automat,129800,Stockholm,"Riddermark Bil, Veddesta - Järfälla"
BMW,120,2017,Diesel,8936,Automat,229900,Stockholm,"Riddermark Bil, Veddesta - Järfälla"
Volkswagen,Passat,2016,Bensin,10792,Automat,258800,Stockholm,"Riddermark Bil, Veddesta - Järfälla"
Kia,Cee´d,2019,Bensin,3197,Automat,237900,Stockholm,"Riddermark Bil, Veddesta - Järfälla"
